,0,1,2,3,4,5,6,7,8,Actual Outcome,prob_0,prob_1,Decile
1563,8,58,3,3,1,3,0,6000,3,0,0.901750818,0.098249182,8
1734,10,77,3,1,4,4,0,6000,10,1,0.901841529,0.098158471,8
1336,6,53,5,2,1,5,3,0.01,7,0,0.901974188,0.098025812,8
2697,8,63,6,2,3,7,0,10000,4,0,0.901991176,0.098008824,8
7,9,71,5,1,4,4,2,1500,5,0,0.902123139,0.097876861,8
2271,8,65,2,1,2,13,3,0.01,4,1,0.90229252,0.09770748,8
3050,8,67,1,1,4,9,0,9553.82,11,0,0.902432429,0.097567571,8
2160,9,61,5,3,4,9,0,12053.3,5,0,0.902444141,0.097555859,8
3320,4,38,4,3,4,9,2,4626.61,11,0,0.902664126,0.097335874,8
3233,6,56,3,1,5,10,2,3000,3,1,0.902748109,0.097251891,8
2130,4,56,6,0,2,8,2,1800,8,0,0.902790183,0.097209817,8
3231,8,56,1,3,4,4,0,6000,3,0,0.9028322,0.0971678,8
1799,7,56,3,2,2,8,3,0.01,5,0,0.902852654,0.097147346,8
2964,9,71,2,1,4,4,0,12088.7,5,0,0.902905455,0.097094545,8
2249,7,65,6,1,2,8,0,11000,8,0,0.903056641,0.096943359,8
367,6,59,4,1,2,8,0,12000,2,0,0.903074466,0.096925534,8
1971,7,63,0,1,1,11,0,6000,1,1,0.903103064,0.096896936,8
546,6,60,2,1,1,12,0,10578.4,12,0,0.903145971,0.096854029,8
201,4,50,3,1,2,6,2,420,9,0,0.903348948,0.096651052,8
1021,10,74,2,1,5,10,2,3052.65,8,0,0.903492307,0.096507693,8
1868,6,66,5,0,1,12,0,6000,2,0,0.903510926,0.096489074,8
2554,9,66,2,2,4,9,0,6000,2,0,0.903578682,0.096421318,8
2563,3,38,2,1,5,10,1,46893.9,5,0,0.903600396,0.096399604,8
684,10,75,2,1,4,9,0,12000,2,0,0.903658291,0.096341709,8
298,7,62,5,1,4,4,3,0.01,9,0,0.903699305,0.096300695,8
2900,10,71,2,2,4,4,0,6000,5,0,0.903703537,0.096296463,8
3462,5,52,2,1,4,4,3,0.01,8,0,0.903862247,0.096137753,8
3018,9,70,0,1,1,12,3,0.01,8,0,0.903892865,0.096107135,8
1213,8,67,4,1,1,5,3,0.01,5,0,0.903930808,0.096069192,8
3585,6,53,4,2,1,12,3,0.01,9,0,0.904021432,0.095978568,8
2729,7,59,3,2,1,12,0,6000,2,0,0.904188148,0.095811852,8
99,4,51,6,1,2,8,2,3050,10,0,0.904426691,0.095573309,8
353,9,74,3,1,1,5,0,11605.3,12,0,0.904468195,0.095531805,8
2475,9,65,3,2,4,4,2,4000,5,0,0.904497823,0.095502177,8
493,10,66,2,3,4,4,0,6053.35,7,0,0.904529299,0.095470701,8
3533,10,75,3,1,4,9,2,3000,7,0,0.904588672,0.095411328,8
1795,9,60,2,3,4,9,0,11000,1,0,0.904614996,0.095385004,8
1571,4,52,5,1,1,5,0,10000,4,0,0.904641617,0.095358383,8
3760,8,63,4,2,1,12,2,300.01,8,0,0.904764801,0.095235199,8
3355,6,65,6,0,2,8,2,1000,5,1,0.904961645,0.095038355,8
3208,4,54,4,0,4,9,3,0.01,10,0,0.904982879,0.095017121,8
3275,7,52,3,3,1,5,3,0.01,8,0,0.904986608,0.095013392,8
843,7,65,5,1,2,8,0,6000,2,0,0.905042537,0.094957463,8
2435,3,46,6,1,1,5,3,0.01,5,0,0.905330298,0.094669702,8
3864,5,57,6,1,0,0,0,12000,1,0,0.905505627,0.094494373,8
2239,6,58,5,1,5,10,2,600,6,0,0.905538324,0.094461676,8
837,7,58,5,2,1,12,3,0.01,8,0,0.905712008,0.094287992,8
505,7,56,2,2,4,4,2,2000,2,1,0.9057799,0.0942201,8
593,9,71,5,1,4,4,3,0.01,7,0,0.905799417,0.094200583,8
219,6,62,4,1,2,13,0,6000,17,0,0.905831011,0.094168989,8
1465,10,72,2,2,3,2,0,9000,8,0,0.906060015,0.093939985,8
577,8,68,3,1,1,5,2,2000,5,0,0.906072084,0.093927916,8
2260,9,67,3,2,4,4,0,11053.3,7,0,0.906076397,0.093923603,8
286,9,71,4,1,4,9,2,3500,5,1,0.906265966,0.093734034,8
488,7,59,4,2,2,13,0,10000,4,0,0.906418032,0.093581968,8
679,6,60,6,1,2,8,2,3050,8,0,0.906512581,0.093487419,8
3527,10,65,3,3,2,8,2,3000,2,0,0.906566792,0.093433208,8
481,7,62,2,1,1,12,3,0.01,4,0,0.906589234,0.093410766,8
1198,8,71,5,1,2,8,2,4884.25,31,1,0.906639538,0.093360462,8
2348,6,59,4,1,1,5,3,0.01,7,0,0.906669381,0.093330619,8
1367,9,66,3,2,4,4,2,3000,8,0,0.906899881,0.093100119,8
1842,10,66,4,3,4,9,0,13525,7,0,0.906926566,0.093073434,8
2813,5,50,2,2,2,13,0,5167.31,2,0,0.907000886,0.092999114,8
3315,8,66,2,1,4,4,3,0.01,9,1,0.90706749,0.09293251,8
2634,7,61,5,2,1,3,0,6000,4,1,0.90731502,0.09268498,8
1055,10,68,1,3,2,8,0,6053.35,15,0,0.907426395,0.092573605,8
2880,5,55,2,1,2,6,0,10000,1,0,0.907436976,0.092563024,8
2853,9,68,2,2,4,4,0,8467.73,13,1,0.907438134,0.092561866,8
3876,7,54,4,3,4,4,0,6107.18,6,0,0.907441466,0.092558534,8
850,10,66,4,3,3,2,2,1000,5,0,0.907642137,0.092357863,8
1009,6,57,2,1,4,9,3,0.01,8,0,0.907716431,0.092283569,8
3724,9,72,2,1,5,10,0,6000,4,0,0.907791035,0.092208965,8
2722,8,67,4,1,2,13,3,0.01,5,0,0.9078255,0.0921745,8
2710,5,53,1,1,4,4,2,3026.67,6,0,0.907826641,0.092173359,8
1635,6,60,2,1,0,0,0,16000,2,0,0.907862624,0.092137376,8
1502,6,48,4,3,4,4,2,3600,9,0,0.907901531,0.092098469,8
195,5,48,2,2,4,4,2,2000,5,1,0.907902738,0.092097262,8
607,6,59,6,1,4,4,2,5000,6,0,0.907960464,0.092039536,8
2445,5,61,3,0,1,3,2,4884.25,11,0,0.907960746,0.092039254,8
1892,8,59,2,3,4,4,0,6053.35,16,0,0.907973854,0.092026146,8
1580,5,56,3,1,4,4,0,6105.32,8,0,0.908039821,0.091960179,8
2031,5,49,5,2,4,9,2,1500,5,0,0.908068012,0.091931988,8
2573,5,48,2,2,2,6,3,0.01,5,0,0.908125124,0.091874876,8
554,5,60,2,0,2,8,2,3000.01,9,0,0.908138744,0.091861256,8
3644,5,49,5,2,2,6,3,0.01,4,0,0.908210269,0.091789731,8
2498,6,59,1,1,4,4,0,6000,2,0,0.908238767,0.091761233,8
2678,6,61,4,1,1,5,2,300,11,0,0.908355889,0.091644111,8
1861,5,58,4,0,5,10,3,0.01,5,0,0.908423323,0.091576677,8
2122,5,58,2,0,4,4,3,0.01,5,0,0.908454981,0.091545019,8
1714,7,58,3,2,4,4,2,800,9,0,0.908718513,0.091281487,8
2868,7,58,1,2,4,4,0,6000,1,0,0.908801619,0.091198381,8
2100,7,59,5,2,2,8,2,600,4,0,0.908938018,0.091061982,8
3610,11,75,1,2,5,10,0,16919.7,14,0,0.90897623,0.09102377,8
3807,6,54,1,2,4,4,0,6000,4,0,0.908995395,0.091004605,8
1591,9,67,2,1,1,12,1,55967,12,0,0.90901749,0.09098251,8
1669,8,72,3,1,1,3,2,200,30,0,0.909113308,0.090886692,8
2378,6,60,1,1,1,12,0,10000,4,0,0.909161157,0.090838843,8
390,7,62,4,1,5,10,2,3000,2,0,0.909215567,0.090784433,8
3221,4,52,4,1,1,12,0,11000,2,0,0.909560145,0.090439855,8
2305,6,53,3,2,2,8,3,0.01,5,0,0.909573247,0.090426753,8
1025,9,74,2,1,1,12,0,6000,2,0,0.909674209,0.090325791,8
1782,5,52,2,1,4,9,1,20754.1,3,0,0.909873783,0.090126217,8
393,4,50,6,1,4,4,3,0.01,5,0,0.910025756,0.089974244,8
2094,6,57,1,1,4,4,3,0.01,5,0,0.910158702,0.089841298,8
173,6,60,5,1,2,8,3,0.01,11,0,0.910194907,0.089805093,8
2013,6,56,5,2,1,12,2,0.02,10,0,0.910239334,0.089760666,8
98,7,66,3,1,1,12,0,9000,8,0,0.910264133,0.089735867,8
3033,9,67,2,2,1,12,2,500,1,0,0.910455218,0.089544782,8
2751,4,51,3,1,4,4,2,2200,14,0,0.910557897,0.089442103,8
180,8,68,2,1,4,4,0,17996.5,10,0,0.910576188,0.089423812,8
2004,11,77,2,2,4,9,2,1000,22,1,0.910614714,0.089385286,8
811,5,57,2,1,1,3,0,6000,2,0,0.91080827,0.08919173,8
1424,11,73,3,3,1,3,0,6000,2,0,0.910863823,0.089136177,8
1750,4,54,6,1,1,5,0,6000,2,0,0.910885222,0.089114778,8
3180,7,65,1,1,4,4,0,10000,15,0,0.910887045,0.089112955,8
1480,7,61,6,2,2,13,0,6000,2,0,0.910890299,0.089109701,8
3567,7,65,6,1,4,4,0,12000,2,0,0.91093374,0.08906626,8
2918,7,66,3,1,4,4,0,7500,14,0,0.911079339,0.088920661,8
3868,8,68,3,1,2,13,2,3022.69,4,0,0.911089348,0.088910652,8
3684,9,73,6,1,1,5,1,20740.1,3,0,0.911260038,0.088739962,8
506,5,61,5,0,2,8,3,0.01,9,0,0.911306571,0.088693429,8
432,5,57,3,1,2,6,0,6000,3,0,0.911336544,0.088663456,8
2054,4,45,5,2,2,13,3,0.01,4,0,0.911417469,0.088582531,8
73,7,67,5,1,1,5,0,6000,2,0,0.911585088,0.088414912,8
1482,8,58,2,3,4,4,0,6000,1,0,0.911707,0.088293,8
361,8,62,4,2,4,4,2,5000,2,0,0.911720223,0.088279777,8
2299,8,68,6,1,4,4,3,0.01,5,1,0.911768748,0.088231252,8
3820,9,63,3,3,2,6,0,18000,9,0,0.91184691,0.08815309,8
3609,8,70,5,1,4,9,0,6000,3,0,0.911951579,0.088048421,8
1085,4,45,3,2,4,9,2,3000,9,0,0.912040963,0.087959037,8
2310,9,71,1,1,4,4,3,0.01,8,0,0.912087199,0.087912801,8
2851,3,48,6,1,1,5,2,3000,3,0,0.912119969,0.087880031,8
2558,6,56,5,2,1,5,2,1800,6,0,0.912252876,0.087747124,8
394,5,54,2,1,4,4,2,4000,4,0,0.912469059,0.087530941,8
2277,10,77,6,1,4,9,3,0.01,7,0,0.912470086,0.087529914,8
3041,7,67,4,1,1,5,0,11035.6,9,0,0.912545283,0.087454717,8
426,6,60,2,1,4,4,2,1750,14,0,0.912808873,0.087191127,8
1137,6,49,3,3,4,4,2,2308.07,10,0,0.912813306,0.087186694,8
224,5,49,3,2,5,10,2,0.02,5,0,0.91289038,0.08710962,8
2470,8,62,2,2,4,4,1,20173.3,13,0,0.913023008,0.086976992,8
172,6,57,6,2,4,4,0,6000,6,0,0.913190333,0.086809667,8
2234,6,54,6,2,4,4,3,0.01,4,1,0.913271337,0.086728663,8
511,7,66,5,1,4,4,0,6000,2,0,0.913383149,0.086616851,8
3806,10,79,6,1,4,4,0,15600,8,0,0.913435709,0.086564291,8
2515,6,54,3,2,4,9,2,3000,8,0,0.913439045,0.086560955,8
1513,10,78,3,1,2,8,2,600,5,1,0.913476958,0.086523042,8
163,7,64,2,1,4,4,2,500,8,0,0.913477622,0.086522378,8
645,10,76,1,1,4,4,0,18000,1,0,0.913504009,0.086495991,8
1463,7,59,3,2,4,4,2,5000,13,0,0.913698359,0.086301641,8
2679,6,61,4,1,1,12,2,1500,5,0,0.913742561,0.086257439,8
126,7,66,4,1,1,12,0,12000,2,0,0.913748044,0.086251956,8
2961,6,54,4,2,3,1,3,0.01,4,0,0.913853089,0.086146911,8
58,3,46,3,2,1,12,0,8000,25,0,0.913998443,0.086001557,8
1074,6,56,5,2,1,5,2,3000,4,0,0.914070482,0.085929518,8
2099,8,73,1,0,4,4,2,4884.25,8,0,0.914194912,0.085805088,8
3884,6,61,5,1,3,1,2,3000,7,0,0.914195953,0.085804047,8
1345,10,74,5,2,5,10,0,12158.7,15,0,0.914232684,0.085767316,8
341,9,79,5,1,1,5,0,10000,28,0,0.914242512,0.085757488,8
404,6,61,1,1,2,8,0,6000,1,0,0.914273917,0.085726083,8
1863,6,61,1,1,2,8,0,6000,1,1,0.914273917,0.085726083,8
63,9,76,6,1,1,5,2,3000,12,0,0.914274619,0.085725381,8
1131,5,64,6,0,2,13,0,6000,4,0,0.914301539,0.085698461,8
930,11,76,1,1,5,10,1,47096.3,12,0,0.91435633,0.08564367,8
2502,5,62,3,0,4,4,0,6000,1,0,0.914542276,0.085457724,8
1488,5,62,6,0,2,13,2,1000,1,0,0.914637904,0.085362096,8
2364,9,74,3,1,4,9,2,2000,16,0,0.91466178,0.08533822,8
13,7,56,4,3,2,6,0,6000,2,0,0.914698689,0.085301311,8
1557,10,71,2,2,4,9,2,4290.46,5,0,0.914719376,0.085280624,8
324,7,67,4,1,2,8,0,12000,11,0,0.914744344,0.085255656,8
1608,5,51,2,2,4,4,0,6000,2,0,0.914781256,0.085218744,8
2227,1,37,3,1,4,4,3,0.01,7,0,0.914860404,0.085139596,8
460,7,67,3,1,1,5,0,6000,2,0,0.91486605,0.08513395,8
2947,3,42,6,2,3,7,3,0.01,8,0,0.914923007,0.085076993,8
358,7,66,6,1,4,4,2,50,9,0,0.915007772,0.084992228,8
950,7,55,4,3,1,3,2,2500,4,0,0.915018576,0.084981424,8
3682,6,65,4,0,3,7,3,0.01,5,0,0.915258283,0.084741717,8
352,7,60,3,2,1,5,3,0.01,11,1,0.915262764,0.084737236,8
94,7,57,3,3,4,4,0,11770.4,26,0,0.915285942,0.084714058,8
2315,9,75,5,1,2,13,3,0.01,18,1,0.915330366,0.084669634,8
2151,9,75,6,1,4,4,2,1000,11,0,0.915353949,0.084646051,8
155,6,64,6,1,0,0,2,500,11,1,0.915607861,0.084392139,8
3683,6,68,6,0,2,13,0,12000,5,0,0.915612071,0.084387929,8
1898,8,72,6,1,1,3,2,250,9,0,0.915620185,0.084379815,8
2559,8,62,6,3,1,5,0,6000,3,0,0.915648598,0.084351402,8
788,10,73,3,2,2,6,2,2000,5,0,0.915735942,0.084264058,8
3147,8,65,2,2,3,2,0,6000,2,0,0.915754779,0.084245221,8
3566,6,60,2,1,3,2,2,3000,5,0,0.915887276,0.084112724,8
3279,6,59,5,2,0,0,0,6000,3,0,0.916021569,0.083978431,8
3674,11,77,6,2,2,13,3,0.01,2,0,0.916041233,0.083958767,8
2983,3,48,4,1,4,4,0,15052.7,7,0,0.916129818,0.083870182,8
1278,6,67,3,0,3,1,2,100,11,0,0.916157028,0.083842972,8
3141,10,74,5,2,2,8,2,3000,8,0,0.916263674,0.083736326,8
814,8,61,4,3,1,12,0,6000,2,0,0.916280526,0.083719474,8
2811,9,73,3,1,1,5,1,22000,4,0,0.916381366,0.083618634,8
2147,7,64,2,1,2,13,3,0.01,7,0,0.916387668,0.083612332,8
1679,6,52,6,3,1,3,2,840,5,0,0.91641017,0.08358983,8
702,7,65,2,1,1,5,2,3000,2,0,0.916413828,0.083586172,8
1624,5,48,4,3,1,5,0,6000,1,0,0.916477119,0.083522881,8
1407,8,62,2,2,4,9,3,0.01,5,0,0.916545752,0.083454248,8
864,5,50,2,2,1,12,3,0.01,4,0,0.916622846,0.083377154,8
611,3,54,2,0,2,6,0,13700,8,0,0.916760805,0.083239195,8
2383,5,52,4,2,4,9,0,6000,2,0,0.916828536,0.083171464,9
3456,6,55,2,2,2,6,2,4200,5,0,0.916982094,0.083017906,9
1579,5,57,2,1,4,4,0,6000,2,0,0.917362141,0.082637859,9
3366,9,75,5,1,5,10,2,1000,16,0,0.91747179,0.08252821,9
3150,9,75,4,1,4,4,0,9000,2,0,0.917611384,0.082388616,9
2466,5,57,2,1,2,8,2,420.01,8,0,0.917838765,0.082161235,9
1450,6,50,5,3,2,13,3,0.01,5,0,0.917892345,0.082107655,9
932,5,61,6,1,1,3,0,6360.32,10,0,0.917907649,0.082092351,9
2027,8,70,5,1,4,4,2,1000,4,0,0.918018432,0.081981568,9
2623,7,66,2,1,4,4,0,6000,2,0,0.918172525,0.081827475,9
3149,5,58,1,1,3,2,0,6105.32,7,0,0.918270464,0.081729536,9
3629,5,45,3,3,4,4,2,4170,5,0,0.918322029,0.081677971,9
3695,4,48,6,2,1,3,3,0.01,5,0,0.918500964,0.081499036,9
2124,7,57,5,3,2,13,0,6000,2,0,0.918663041,0.081336959,9
512,5,51,5,2,4,9,3,0.01,10,0,0.91869927,0.08130073,9
662,9,68,3,2,4,4,3,0.01,9,0,0.91882909,0.08117091,9
2397,6,58,3,2,2,8,0,6000,6,0,0.918852796,0.081147204,9
715,6,51,2,3,1,5,2,1000,5,0,0.918858495,0.081141505,9
1524,9,62,2,3,4,4,3,0.01,7,0,0.918886158,0.081113842,9
2701,7,68,2,1,4,4,0,6000,17,0,0.918949602,0.081050398,9
1901,7,66,5,1,3,2,2,2000,2,0,0.918950665,0.081049335,9
3378,8,63,2,2,5,10,2,3000,6,0,0.919147831,0.080852169,9
2600,3,55,5,0,4,4,0,10500,6,0,0.91920864,0.08079136,9
2116,6,53,6,3,4,4,0,6107.64,6,0,0.919318291,0.080681709,9
2221,5,52,5,2,2,6,3,0.01,8,0,0.919358153,0.080641847,9
1759,8,66,3,1,1,3,1,51000,9,0,0.919366292,0.080633708,9
1030,7,69,2,1,1,12,0,6000,15,1,0.919500361,0.080499639,9
812,5,55,1,1,4,4,2,5000,3,0,0.919512299,0.080487701,9
3338,5,56,2,1,2,6,3,0.01,5,0,0.919617189,0.080382811,9
3144,8,67,6,2,1,5,2,2000,7,1,0.919742683,0.080257317,9
2332,4,50,4,2,2,8,0,6105.32,8,0,0.919747273,0.080252727,9
1163,8,68,1,1,4,4,3,0.01,5,0,0.919749164,0.080250836,9
3196,5,52,4,2,2,13,2,2000,5,0,0.919753306,0.080246694,9
241,6,57,3,2,1,5,2,1000,5,0,0.91981268,0.08018732,9
3419,6,57,3,2,4,4,0,6000,2,0,0.920018804,0.079981196,9
2390,7,66,2,1,1,12,3,0.01,12,0,0.920078658,0.079921342,9
2426,7,69,4,1,1,3,2,3000,21,0,0.920142105,0.079857895,9
1687,4,54,6,1,2,8,2,200,2,0,0.920475297,0.079524703,9
2060,7,62,3,2,4,4,0,6053.35,6,0,0.920508591,0.079491409,9
3651,6,67,4,0,2,8,2,4000,2,0,0.920658219,0.079341781,9
2242,9,66,5,3,1,12,2,1000,9,0,0.920885808,0.079114192,9
2601,10,69,5,3,5,10,0,10051,3,0,0.920902345,0.079097655,9
3015,5,57,4,1,2,13,3,0.01,7,0,0.920907014,0.079092986,9
3397,7,57,6,2,2,13,1,45000,4,0,0.920938416,0.079061584,9
1083,6,64,4,1,2,13,0,6000,5,0,0.921158212,0.078841788,9
2829,7,67,3,1,1,12,2,1500,6,0,0.921575097,0.078424903,9
311,8,65,4,2,4,4,3,0.01,12,0,0.921615042,0.078384958,9
1182,9,79,2,1,1,5,0,12053.3,25,0,0.921653477,0.078346523,9
3152,12,75,2,3,4,4,1,20371.8,3,0,0.921654177,0.078345823,9
2595,8,70,2,1,2,13,2,3000,3,0,0.921794697,0.078205303,9
3883,4,47,2,2,2,8,2,3500,2,0,0.92181719,0.07818281,9
1787,9,70,3,2,3,1,2,3000,8,0,0.921837553,0.078162447,9
1496,4,46,1,2,3,2,3,0.01,4,0,0.92212916,0.07787084,9
2574,3,52,5,1,2,13,0,6053.35,10,0,0.922168638,0.077831362,9
24,5,51,4,2,2,13,1,20569.2,3,0,0.922189342,0.077810658,9
1458,8,77,5,0,1,12,3,0.01,8,0,0.922418339,0.077581661,9
3539,7,68,4,1,4,4,0,6053.34,4,0,0.922426149,0.077573851,9
1594,5,60,4,1,2,8,0,6000,4,0,0.922452821,0.077547179,9
462,7,62,3,2,1,5,2,1500,5,0,0.922528073,0.077471927,9
1257,11,73,4,3,1,5,1,20096.6,3,0,0.922591334,0.077408666,9
2324,6,65,3,1,0,0,0,6000,1,0,0.922591554,0.077408446,9
791,7,68,2,1,3,2,0,6000,5,0,0.922602479,0.077397521,9
1377,6,61,3,1,4,4,3,0.01,8,0,0.922655142,0.077344858,9
3653,7,64,3,2,2,6,0,7500,12,0,0.922924404,0.077075596,9
3813,6,65,4,1,1,3,0,6000,2,0,0.923055933,0.076944067,9
2943,6,57,1,2,4,4,0,5281.24,1,0,0.923102158,0.076897842,9
2109,6,68,3,0,1,3,3,0.01,8,0,0.923110373,0.076889627,9
148,7,67,2,1,4,9,0,6000,2,0,0.923135529,0.076864471,9
1558,4,51,5,2,1,5,0,6000,1,0,0.923252961,0.076747039,9
2755,5,54,2,2,1,5,0,10000,3,0,0.923276993,0.076723007,9
357,8,59,1,3,4,4,2,2000,5,0,0.923341398,0.076658602,9
998,8,67,4,2,4,4,0,6000,2,0,0.923363714,0.076636286,9
3044,8,67,4,2,4,9,0,5726.89,3,0,0.923555523,0.076444477,9
326,4,49,3,2,4,4,0,10000,6,0,0.923570679,0.076429321,9
3218,7,73,0,0,1,12,0,12000,8,0,0.923585168,0.076414832,9
924,7,66,3,1,4,4,2,2700,4,0,0.923655261,0.076344739,9
400,10,69,3,3,4,4,2,3000,9,0,0.923773646,0.076226354,9
2988,3,50,3,1,2,8,2,600,8,0,0.923855417,0.076144583,9
3328,9,73,0,2,1,3,0,6053.35,14,0,0.92391281,0.07608719,9
832,7,67,3,1,1,5,3,0.01,7,0,0.923917731,0.076082269,9
2146,8,72,4,1,1,3,3,0.01,8,0,0.924012517,0.075987483,9
2901,7,74,3,0,2,8,0,6000,2,0,0.924035108,0.075964892,9
1838,6,67,4,0,4,4,2,5000,2,0,0.924411813,0.075588187,9
2039,9,75,1,1,2,6,2,2000,2,0,0.92442097,0.07557903,9
2839,7,62,3,2,4,9,2,3000,16,0,0.924443568,0.075556432,9
2909,9,66,5,3,1,5,3,0.01,8,0,0.924478471,0.075521529,9
2788,9,64,2,3,2,13,2,5000,3,0,0.92450338,0.07549662,9
1581,4,48,3,2,1,12,3,0.01,5,0,0.924507126,0.075492874,9
2569,8,72,4,1,2,8,2,3000,6,0,0.92456949,0.07543051,9
2153,3,51,2,1,2,8,0,6000,4,0,0.924618499,0.075381501,9
3088,6,57,5,2,4,4,2,4000,4,0,0.924649913,0.075350087,9
3250,9,65,4,3,4,4,2,1000,5,0,0.924744425,0.075255575,9
2673,9,71,2,2,3,7,0,10600,4,0,0.924803833,0.075196167,9
2614,4,63,5,0,0,0,0,8000,4,0,0.924900068,0.075099932,9
3893,7,61,4,2,4,4,2,3000,2,1,0.92491465,0.07508535,9
1447,7,76,6,0,1,5,2,405.24,16,0,0.924937886,0.075062114,9
3613,4,54,6,1,4,4,3,0.01,9,0,0.924975177,0.075024823,9
1958,7,67,3,1,2,6,3,0.01,9,0,0.925017502,0.074982498,9
1877,5,58,5,1,4,9,2,5000,6,0,0.925052811,0.074947189,9
2016,8,73,2,1,2,13,0,9000,8,0,0.925055732,0.074944268,9
102,4,55,2,1,1,5,2,0.02,7,0,0.925413663,0.074586337,9
1540,4,53,2,1,2,8,2,5000,1,0,0.925483536,0.074516464,9
886,5,57,0,1,1,11,3,0.01,5,0,0.925495573,0.074504427,9
1091,7,70,4,1,4,4,0,6000,14,0,0.925520555,0.074479445,9
1815,11,77,4,2,4,4,1,30000,8,0,0.925562636,0.074437364,9
1334,8,71,2,1,4,9,2,2150,9,0,0.925574468,0.074425532,9
906,7,70,6,1,1,3,2,420,9,0,0.925601649,0.074398351,9
1741,3,50,1,1,2,8,2,3000,13,0,0.925657882,0.074342118,9
71,7,69,3,1,2,8,0,8053.34,4,1,0.925772026,0.074227974,9
2181,6,63,3,1,5,10,0,6000,1,0,0.925808409,0.074191591,9
1567,6,51,4,3,4,4,3,0.01,5,0,0.925822148,0.074177852,9
2009,5,52,3,2,4,4,0,20000,1,0,0.925825878,0.074174122,9
867,6,63,5,1,1,3,1,20504.7,3,1,0.925830657,0.074169343,9
174,2,45,4,1,2,8,3,0.01,5,0,0.925882126,0.074117874,9
954,9,71,2,2,4,9,0,6000,1,0,0.925946691,0.074053309,9
199,9,72,4,2,4,4,0,12000,8,0,0.926083612,0.073916388,9
2241,8,74,2,1,1,5,2,50.01,17,1,0.92610206,0.07389794,9
1954,5,60,2,1,1,3,0,12000,3,1,0.926363339,0.073636661,9
202,10,75,2,2,5,10,0,6000,1,0,0.926397546,0.073602454,9
914,8,61,4,3,4,4,2,3000,7,0,0.926441276,0.073558724,9
2353,6,52,2,3,4,4,2,0.02,8,0,0.92648416,0.07351584,9
1772,6,63,2,1,4,4,0,10000,1,0,0.926536092,0.073463908,9
1035,10,72,1,3,4,4,0,6500,18,0,0.9266051,0.0733949,9
1017,8,67,2,2,4,4,0,12106,8,0,0.926677028,0.073322972,9
2274,5,58,5,1,4,4,1,21000,9,0,0.926711639,0.073288361,9
2079,5,60,3,1,4,4,0,9000,8,0,0.926736365,0.073263635,9
599,9,79,2,1,3,7,0,6000,16,1,0.926782106,0.073217894,9
1264,8,69,3,2,3,2,2,4000,27,0,0.926890533,0.073109467,9
213,4,53,5,2,1,5,0,5300,9,0,0.926903649,0.073096351,9
2509,6,69,6,0,2,6,3,0.01,4,0,0.926958964,0.073041036,9
2317,8,69,6,2,1,3,0,17000,5,0,0.926993128,0.073006872,9
2002,8,67,4,2,2,13,2,4884.25,8,0,0.926997672,0.073002328,9
2352,6,65,2,1,0,0,1,24000,25,0,0.927043946,0.072956054,9
423,7,64,6,2,1,12,2,4000.01,8,0,0.927097057,0.072902943,9
1434,10,77,4,2,3,2,0,12053.3,6,1,0.927161995,0.072838005,9
2522,8,66,1,2,4,9,0,10000,1,0,0.927181123,0.072818877,9
3661,8,73,4,1,2,13,2,1000,8,1,0.927234274,0.072765726,9
3407,5,52,2,2,4,4,3,0.01,8,0,0.927251679,0.072748321,9
956,7,62,4,2,2,8,3,0.01,5,0,0.927339508,0.072660492,9
3411,9,76,6,2,0,0,0,6000,8,0,0.927432793,0.072567207,9
1752,8,65,1,2,4,4,2,2000,1,0,0.927538108,0.072461892,9
1698,6,71,1,0,1,12,0,14611.2,19,0,0.927710349,0.072289651,9
3059,6,58,5,2,1,5,1,20610.7,3,0,0.92774556,0.07225444,9
3118,2,46,6,1,3,2,3,0.01,5,0,0.92778012,0.07221988,9
887,7,63,2,2,5,10,0,6105.32,8,0,0.927848047,0.072151953,9
1344,9,79,6,1,1,5,0,18000,6,0,0.928092924,0.071907076,9
2487,5,54,3,2,4,4,0,11748,3,0,0.928201712,0.071798288,9
3010,6,65,2,1,2,8,0,5684.5,2,0,0.928393788,0.071606212,9
1233,6,63,3,1,2,6,3,0.01,5,1,0.928416242,0.071583758,9
104,2,40,6,2,4,9,3,0.01,5,0,0.928433008,0.071566992,9
1969,2,45,4,1,4,4,3,0.01,6,0,0.928446427,0.071553573,9
3120,4,44,3,3,3,7,2,600,5,0,0.928494922,0.071505078,9
2115,4,49,5,2,4,9,3,0.01,9,0,0.928710024,0.071289976,9
1809,9,74,3,1,5,10,1,20765.5,3,0,0.928747111,0.071252889,9
746,4,49,4,2,4,4,2,3000,3,0,0.929078971,0.070921029,9
1,6,53,0,3,1,12,2,500,8,0,0.929100869,0.070899131,9
1948,8,76,6,1,1,3,0,6000,1,0,0.92912921,0.07087079,9
3190,7,67,3,1,4,4,3,0.01,7,0,0.929277289,0.070722711,9
2980,4,52,7,2,2,8,2,1600,10,0,0.929308747,0.070691253,9
1902,9,70,2,2,4,4,2,3000,0,0,0.929356993,0.070643007,9
3029,3,50,4,1,2,13,3,0.01,4,0,0.929371678,0.070628322,9
3043,9,77,2,1,2,13,2,1000,6,0,0.929380516,0.070619484,9
1036,6,63,1,1,1,12,3,0.01,7,0,0.929386682,0.070613318,9
1417,5,54,5,2,2,8,3,0.01,4,0,0.92944614,0.07055386,9
